id,forecast_log_id,date,store_id,product_id,predicted,actual,created_at,absolute_error
15,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR003,SKU1005,18,21.0,2025-11-04 11:16:19.423183,3.0
16,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR004,SKU1001,133,113.0,2025-11-04 11:16:19.423183,20.0
17,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR004,SKU1002,60,53.0,2025-11-04 11:16:19.423183,7.0
18,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR004,SKU1003,93,102.0,2025-11-04 11:16:19.423183,9.0
19,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR004,SKU1004,71,68.0,2025-11-04 11:16:19.423183,3.0
20,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR004,SKU1005,87,86.0,2025-11-04 11:16:19.423183,1.0
21,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR005,SKU1001,20,21.0,2025-11-04 11:16:19.423183,1.0
22,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR005,SKU1002,17,19.0,2025-11-04 11:16:19.423183,2.0
23,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR005,SKU1003,6,7.0,2025-11-04 11:16:19.423183,1.0
24,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR005,SKU1004,7,7.0,2025-11-04 11:16:19.423183,0.0
25,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR005,SKU1005,23,22.0,2025-11-04 11:16:19.423183,1.0
26,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR006,SKU1001,254,261.0,2025-11-04 11:16:19.423183,7.0
27,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR006,SKU1002,219,187.0,2025-11-04 11:16:19.423183,32.0
28,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR006,SKU1003,228,277.0,2025-11-04 11:16:19.423183,49.0
29,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR006,SKU1004,275,229.0,2025-11-04 11:16:19.423183,46.0
30,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR006,SKU1005,139,155.0,2025-11-04 11:16:19.423183,16.0
31,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR007,SKU1001,304,262.0,2025-11-04 11:16:19.423183,42.0
32,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR007,SKU1002,171,163.0,2025-11-04 11:16:19.423183,8.0
33,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR007,SKU1003,145,158.0,2025-11-04 11:16:19.423183,13.0
34,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR007,SKU1004,244,239.0,2025-11-04 11:16:19.423183,5.0
35,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR007,SKU1005,211,184.0,2025-11-04 11:16:19.423183,27.0
36,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR008,SKU1001,100,89.0,2025-11-04 11:16:19.423183,11.0
37,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR008,SKU1002,127,109.0,2025-11-04 11:16:19.423183,18.0
38,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR008,SKU1003,98,96.0,2025-11-04 11:16:19.423183,2.0
39,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR008,SKU1004,51,62.0,2025-11-04 11:16:19.423183,11.0
40,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR008,SKU1005,68,81.0,2025-11-04 11:16:19.423183,13.0
41,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR009,SKU1001,76,71.0,2025-11-04 11:16:19.423183,5.0
42,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR009,SKU1002,68,65.0,2025-11-04 11:16:19.423183,3.0
43,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR009,SKU1003,67,75.0,2025-11-04 11:16:19.423183,8.0
44,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR009,SKU1004,80,74.0,2025-11-04 11:16:19.423183,6.0
45,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR009,SKU1005,87,95.0,2025-11-04 11:16:19.423183,8.0
46,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR010,SKU1001,67,70.0,2025-11-04 11:16:19.423183,3.0
47,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR010,SKU1002,108,105.0,2025-11-04 11:16:19.423183,3.0
48,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR010,SKU1003,43,53.0,2025-11-04 11:16:19.423183,10.0
49,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR010,SKU1004,66,77.0,2025-11-04 11:16:19.423183,11.0
50,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-01,STR010,SKU1005,66,55.0,2025-11-04 11:16:19.423183,11.0
51,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR001,SKU1001,93,85.0,2025-11-04 11:16:19.423183,8.0
52,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR001,SKU1002,112,106.0,2025-11-04 11:16:19.423183,6.0
53,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR001,SKU1003,62,65.0,2025-11-04 11:16:19.423183,3.0
54,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR001,SKU1004,80,85.0,2025-11-04 11:16:19.423183,5.0
55,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR001,SKU1005,98,106.0,2025-11-04 11:16:19.423183,8.0
56,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR002,SKU1001,21,20.0,2025-11-04 11:16:19.423183,1.0
57,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR002,SKU1002,23,25.0,2025-11-04 11:16:19.423183,2.0
58,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR002,SKU1003,7,7.0,2025-11-04 11:16:19.423183,0.0
59,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR002,SKU1004,22,19.0,2025-11-04 11:16:19.423183,3.0
60,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR002,SKU1005,15,18.0,2025-11-04 11:16:19.423183,3.0
61,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR003,SKU1001,22,20.0,2025-11-04 11:16:19.423183,2.0
62,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR003,SKU1002,9,8.0,2025-11-04 11:16:19.423183,1.0
63,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR003,SKU1003,25,24.0,2025-11-04 11:16:19.423183,1.0
64,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR003,SKU1004,18,15.0,2025-11-04 11:16:19.423183,3.0
65,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR003,SKU1005,26,27.0,2025-11-04 11:16:19.423183,1.0
66,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR004,SKU1001,69,74.0,2025-11-04 11:16:19.423183,5.0
67,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR004,SKU1002,87,91.0,2025-11-04 11:16:19.423183,4.0
68,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR004,SKU1003,72,80.0,2025-11-04 11:16:19.423183,8.0
69,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR004,SKU1004,98,94.0,2025-11-04 11:16:19.423183,4.0
70,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR004,SKU1005,83,89.0,2025-11-04 11:16:19.423183,6.0
71,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR005,SKU1001,11,10.0,2025-11-04 11:16:19.423183,1.0
72,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR005,SKU1002,28,26.0,2025-11-04 11:16:19.423183,2.0
73,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR005,SKU1003,12,11.0,2025-11-04 11:16:19.423183,1.0
74,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR005,SKU1004,31,28.0,2025-11-04 11:16:19.423183,3.0
75,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR005,SKU1005,21,22.0,2025-11-04 11:16:19.423183,1.0
76,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR006,SKU1001,232,211.0,2025-11-04 11:16:19.423183,21.0
77,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR006,SKU1002,273,261.0,2025-11-04 11:16:19.423183,12.0
78,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR006,SKU1003,150,181.0,2025-11-04 11:16:19.423183,31.0
79,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR006,SKU1004,239,203.0,2025-11-04 11:16:19.423183,36.0
80,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR006,SKU1005,287,273.0,2025-11-04 11:16:19.423183,14.0
81,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR007,SKU1001,240,299.0,2025-11-04 11:16:19.423183,59.0
82,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR007,SKU1002,226,217.0,2025-11-04 11:16:19.423183,9.0
83,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR007,SKU1003,262,294.0,2025-11-04 11:16:19.423183,32.0
84,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR007,SKU1004,156,159.0,2025-11-04 11:16:19.423183,3.0
85,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR007,SKU1005,226,230.0,2025-11-04 11:16:19.423183,4.0
86,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR008,SKU1001,100,85.0,2025-11-04 11:16:19.423183,15.0
87,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR008,SKU1002,131,117.0,2025-11-04 11:16:19.423183,14.0
88,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR008,SKU1003,104,105.0,2025-11-04 11:16:19.423183,1.0
89,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR008,SKU1004,63,54.0,2025-11-04 11:16:19.423183,9.0
90,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR008,SKU1005,141,119.0,2025-11-04 11:16:19.423183,22.0
91,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR009,SKU1001,98,85.0,2025-11-04 11:16:19.423183,13.0
92,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR009,SKU1002,87,89.0,2025-11-04 11:16:19.423183,2.0
93,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR009,SKU1003,60,52.0,2025-11-04 11:16:19.423183,8.0
94,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR009,SKU1004,125,107.0,2025-11-04 11:16:19.423183,18.0
95,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR009,SKU1005,91,95.0,2025-11-04 11:16:19.423183,4.0
96,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR010,SKU1001,62,69.0,2025-11-04 11:16:19.423183,7.0
97,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR010,SKU1002,57,58.0,2025-11-04 11:16:19.423183,1.0
98,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR010,SKU1003,117,98.0,2025-11-04 11:16:19.423183,19.0
99,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR010,SKU1004,131,112.0,2025-11-04 11:16:19.423183,19.0
100,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-02,STR010,SKU1005,42,50.0,2025-11-04 11:16:19.423183,8.0
101,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR001,SKU1001,50,58.0,2025-11-04 11:16:19.423183,8.0
102,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR001,SKU1002,84,75.0,2025-11-04 11:16:19.423183,9.0
103,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR001,SKU1003,84,84.0,2025-11-04 11:16:19.423183,0.0
104,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR001,SKU1004,75,83.0,2025-11-04 11:16:19.423183,8.0
105,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR001,SKU1005,67,62.0,2025-11-04 11:16:19.423183,5.0
106,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR002,SKU1001,25,22.0,2025-11-04 11:16:19.423183,3.0
107,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR002,SKU1002,24,23.0,2025-11-04 11:16:19.423183,1.0
108,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR002,SKU1003,5,5.0,2025-11-04 11:16:19.423183,0.0
109,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR002,SKU1004,20,25.0,2025-11-04 11:16:19.423183,5.0
110,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR002,SKU1005,5,6.0,2025-11-04 11:16:19.423183,1.0
111,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR003,SKU1001,5,6.0,2025-11-04 11:16:19.423183,1.0
112,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR003,SKU1002,13,13.0,2025-11-04 11:16:19.423183,0.0
113,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR003,SKU1003,6,5.0,2025-11-04 11:16:19.423183,1.0
114,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR003,SKU1004,18,18.0,2025-11-04 11:16:19.423183,0.0
115,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR003,SKU1005,24,21.0,2025-11-04 11:16:19.423183,3.0
116,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR004,SKU1001,103,108.0,2025-11-04 11:16:19.423183,5.0
117,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR004,SKU1002,69,64.0,2025-11-04 11:16:19.423183,5.0
118,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR004,SKU1003,101,87.0,2025-11-04 11:16:19.423183,14.0
119,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR004,SKU1004,61,54.0,2025-11-04 11:16:19.423183,7.0
120,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR004,SKU1005,114,112.0,2025-11-04 11:16:19.423183,2.0
121,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR005,SKU1001,7,6.0,2025-11-04 11:16:19.423183,1.0
122,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR005,SKU1002,15,19.0,2025-11-04 11:16:19.423183,4.0
123,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR005,SKU1003,10,10.0,2025-11-04 11:16:19.423183,0.0
124,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR005,SKU1004,8,9.0,2025-11-04 11:16:19.423183,1.0
125,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR005,SKU1005,5,5.0,2025-11-04 11:16:19.423183,0.0
126,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR006,SKU1001,181,169.0,2025-11-04 11:16:19.423183,12.0
127,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR006,SKU1002,186,224.0,2025-11-04 11:16:19.423183,38.0
128,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR006,SKU1003,179,216.0,2025-11-04 11:16:19.423183,37.0
129,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR006,SKU1004,234,198.0,2025-11-04 11:16:19.423183,36.0
130,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR006,SKU1005,159,169.0,2025-11-04 11:16:19.423183,10.0
131,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR007,SKU1001,308,293.0,2025-11-04 11:16:19.423183,15.0
132,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR007,SKU1002,280,253.0,2025-11-04 11:16:19.423183,27.0
133,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR007,SKU1003,146,155.0,2025-11-04 11:16:19.423183,9.0
134,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR007,SKU1004,327,283.0,2025-11-04 11:16:19.423183,44.0
135,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR007,SKU1005,206,196.0,2025-11-04 11:16:19.423183,10.0
136,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR008,SKU1001,74,85.0,2025-11-04 11:16:19.423183,11.0
137,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR008,SKU1002,96,106.0,2025-11-04 11:16:19.423183,10.0
138,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR008,SKU1003,135,116.0,2025-11-04 11:16:19.423183,19.0
139,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR008,SKU1004,58,56.0,2025-11-04 11:16:19.423183,2.0
140,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR008,SKU1005,93,84.0,2025-11-04 11:16:19.423183,9.0
141,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR009,SKU1001,61,55.0,2025-11-04 11:16:19.423183,6.0
142,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR009,SKU1002,120,103.0,2025-11-04 11:16:19.423183,17.0
143,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR009,SKU1003,50,55.0,2025-11-04 11:16:19.423183,5.0
144,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR009,SKU1004,95,96.0,2025-11-04 11:16:19.423183,1.0
145,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR009,SKU1005,92,86.0,2025-11-04 11:16:19.423183,6.0
146,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR010,SKU1001,75,83.0,2025-11-04 11:16:19.423183,8.0
147,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR010,SKU1002,89,82.0,2025-11-04 11:16:19.423183,7.0
148,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR010,SKU1003,74,79.0,2025-11-04 11:16:19.423183,5.0
149,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR010,SKU1004,63,72.0,2025-11-04 11:16:19.423183,9.0
150,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-03,STR010,SKU1005,102,94.0,2025-11-04 11:16:19.423183,8.0
151,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR001,SKU1001,81,76.0,2025-11-04 11:16:19.423183,5.0
152,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR001,SKU1002,67,80.0,2025-11-04 11:16:19.423183,13.0
153,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR001,SKU1003,74,66.0,2025-11-04 11:16:19.423183,8.0
154,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR001,SKU1004,105,95.0,2025-11-04 11:16:19.423183,10.0
155,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR001,SKU1005,95,114.0,2025-11-04 11:16:19.423183,19.0
156,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR002,SKU1001,15,15.0,2025-11-04 11:16:19.423183,0.0
157,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR002,SKU1002,23,23.0,2025-11-04 11:16:19.423183,0.0
158,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR002,SKU1003,19,21.0,2025-11-04 11:16:19.423183,2.0
159,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR002,SKU1004,12,12.0,2025-11-04 11:16:19.423183,0.0
160,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR002,SKU1005,6,6.0,2025-11-04 11:16:19.423183,0.0
161,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR003,SKU1001,7,8.0,2025-11-04 11:16:19.423183,1.0
162,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR003,SKU1002,30,28.0,2025-11-04 11:16:19.423183,2.0
163,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR003,SKU1003,21,22.0,2025-11-04 11:16:19.423183,1.0
164,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR003,SKU1004,11,10.0,2025-11-04 11:16:19.423183,1.0
165,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR003,SKU1005,25,23.0,2025-11-04 11:16:19.423183,2.0
166,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR004,SKU1001,102,102.0,2025-11-04 11:16:19.423183,0.0
167,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR004,SKU1002,81,85.0,2025-11-04 11:16:19.423183,4.0
168,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR004,SKU1003,91,102.0,2025-11-04 11:16:19.423183,11.0
169,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR004,SKU1004,72,70.0,2025-11-04 11:16:19.423183,2.0
170,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR004,SKU1005,61,69.0,2025-11-04 11:16:19.423183,8.0
171,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR005,SKU1001,10,9.0,2025-11-04 11:16:19.423183,1.0
172,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR005,SKU1002,30,27.0,2025-11-04 11:16:19.423183,3.0
173,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR005,SKU1003,11,12.0,2025-11-04 11:16:19.423183,1.0
174,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR005,SKU1004,9,8.0,2025-11-04 11:16:19.423183,1.0
175,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR005,SKU1005,22,26.0,2025-11-04 11:16:19.423183,4.0
176,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR006,SKU1001,204,209.0,2025-11-04 11:16:19.423183,5.0
177,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR006,SKU1002,338,288.0,2025-11-04 11:16:19.423183,50.0
178,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR006,SKU1003,184,212.0,2025-11-04 11:16:19.423183,28.0
179,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR006,SKU1004,298,298.0,2025-11-04 11:16:19.423183,0.0
180,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR006,SKU1005,253,272.0,2025-11-04 11:16:19.423183,19.0
181,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR007,SKU1001,142,172.0,2025-11-04 11:16:19.423183,30.0
182,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR007,SKU1002,230,241.0,2025-11-04 11:16:19.423183,11.0
183,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR007,SKU1003,290,283.0,2025-11-04 11:16:19.423183,7.0
184,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR007,SKU1004,229,283.0,2025-11-04 11:16:19.423183,54.0
185,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR007,SKU1005,150,152.0,2025-11-04 11:16:19.423183,2.0
186,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR008,SKU1001,74,72.0,2025-11-04 11:16:19.423183,2.0
187,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR008,SKU1002,64,68.0,2025-11-04 11:16:19.423183,4.0
188,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR008,SKU1003,109,104.0,2025-11-04 11:16:19.423183,5.0
189,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR008,SKU1004,103,110.0,2025-11-04 11:16:19.423183,7.0
190,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR008,SKU1005,126,115.0,2025-11-04 11:16:19.423183,11.0
191,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR009,SKU1001,78,85.0,2025-11-04 11:16:19.423183,7.0
192,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR009,SKU1002,101,119.0,2025-11-04 11:16:19.423183,18.0
193,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR009,SKU1003,60,62.0,2025-11-04 11:16:19.423183,2.0
194,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR009,SKU1004,84,83.0,2025-11-04 11:16:19.423183,1.0
195,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR009,SKU1005,84,85.0,2025-11-04 11:16:19.423183,1.0
196,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR010,SKU1001,103,105.0,2025-11-04 11:16:19.423183,2.0
197,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR010,SKU1002,88,89.0,2025-11-04 11:16:19.423183,1.0
198,fe9e0b55-3601-4032-aecd-2578784f6335,2025-07-04,STR010,SKU1003,110,103.0,2025-11-04 11:16:19.423183,7.0
