forecast_date,store_code,sku,forecast_qty
2025-08-08,STR002,SKU1001,11
2025-08-08,STR002,SKU1001,12
2025-08-08,STR002,SKU1001,13
2025-08-10,STR002,SKU1001,14
2025-08-11,STR002,SKU1001,10
2025-08-12,STR002,SKU1001,11
2025-08-13,STR002,SKU1001,12
2025-08-14,STR002,SKU1001,13
2025-08-15,STR002,SKU1001,14
2025-08-16,STR002,SKU1001,10
2025-08-17,STR002,SKU1001,11
2025-08-18,STR002,SKU1001,12
2025-08-19,STR002,SKU1001,13
2025-08-20,STR002,SKU1001,14
2025-08-21,STR002,SKU1001,10
2025-08-22,STR002,SKU1001,11
2025-08-23,STR002,SKU1001,12
2025-08-24,STR002,SKU1001,13
2025-08-25,STR002,SKU1001,14
2025-08-26,STR002,SKU1001,10
2025-08-27,STR002,SKU1001,11
2025-08-28,STR002,SKU1001,12
2025-08-01,STR002,SKU1002,10
2025-08-02,STR002,SKU1002,11
2025-08-03,STR002,SKU1002,12
2025-08-04,STR002,SKU1002,13
2025-08-05,STR002,SKU1002,14
2025-08-06,STR002,SKU1002,10
2025-08-08,STR002,SKU1002,11
2025-08-08,STR002,SKU1002,12
2025-08-08,STR002,SKU1002,13
2025-08-10,STR002,SKU1002,14
2025-08-11,STR002,SKU1002,10
2025-08-12,STR002,SKU1002,11
2025-08-13,STR002,SKU1002,12
2025-08-14,STR002,SKU1002,13
2025-08-15,STR002,SKU1002,14
2025-08-16,STR002,SKU1002,10
2025-08-17,STR002,SKU1002,11
2025-08-18,STR002,SKU1002,12
2025-08-19,STR002,SKU1002,13
2025-08-20,STR002,SKU1002,14
2025-08-21,STR002,SKU1002,10
2025-08-22,STR002,SKU1002,11
2025-08-23,STR002,SKU1002,12
2025-08-24,STR002,SKU1002,13
2025-08-25,STR002,SKU1002,14
2025-08-26,STR002,SKU1002,10
2025-08-27,STR002,SKU1002,11
2025-08-28,STR002,SKU1002,12
2025-08-01,STR003,SKU1001,10
2025-08-02,STR003,SKU1001,11
2025-08-03,STR003,SKU1001,12
2025-08-04,STR003,SKU1001,13
2025-08-05,STR003,SKU1001,14
2025-08-06,STR003,SKU1001,10
2025-08-08,STR003,SKU1001,11
2025-08-08,STR003,SKU1001,12
2025-08-08,STR003,SKU1001,13
2025-08-10,STR003,SKU1001,14
2025-08-11,STR003,SKU1001,10
2025-08-12,STR003,SKU1001,11
2025-08-13,STR003,SKU1001,12
2025-08-14,STR003,SKU1001,13
2025-08-15,STR003,SKU1001,14
2025-08-16,STR003,SKU1001,10
2025-08-17,STR003,SKU1001,11
2025-08-18,STR003,SKU1001,12
2025-08-19,STR003,SKU1001,13
2025-08-20,STR003,SKU1001,14
2025-08-21,STR003,SKU1001,10
2025-08-22,STR003,SKU1001,11
2025-08-23,STR003,SKU1001,12
2025-08-24,STR003,SKU1001,13
2025-08-25,STR003,SKU1001,14
2025-08-26,STR003,SKU1001,10
2025-08-27,STR003,SKU1001,11
2025-08-28,STR003,SKU1001,12
2025-08-01,STR003,SKU1002,10
2025-08-02,STR003,SKU1002,11
2025-08-03,STR003,SKU1002,12
2025-08-04,STR003,SKU1002,13
2025-08-05,STR003,SKU1002,14
2025-08-06,STR003,SKU1002,10
2025-08-08,STR003,SKU1002,11
2025-08-08,STR003,SKU1002,12
2025-08-08,STR003,SKU1002,13
2025-08-10,STR003,SKU1002,14
2025-08-11,STR003,SKU1002,10
2025-08-12,STR003,SKU1002,11
2025-08-13,STR003,SKU1002,12
2025-08-14,STR003,SKU1002,13
2025-08-15,STR003,SKU1002,14
2025-08-16,STR003,SKU1002,10
2025-08-17,STR003,SKU1002,11
2025-08-18,STR003,SKU1002,12
2025-08-19,STR003,SKU1002,13
2025-08-20,STR003,SKU1002,14
2025-08-21,STR003,SKU1002,10
2025-08-22,STR003,SKU1002,11
2025-08-23,STR003,SKU1002,12
2025-08-24,STR003,SKU1002,13
2025-08-25,STR003,SKU1002,14
2025-08-26,STR003,SKU1002,10
2025-08-27,STR003,SKU1002,11
2025-08-28,STR003,SKU1002,12
2025-08-29,STR003,SKU1002,10
2025-08-30,STR003,SKU1002,11
