snapshot_date,store_code,sku,qty,product_name
2025-07-22,STR001,SKU1002,75,coffee mug
2025-07-22,STR002,SKU1001,0,running shoes
2025-07-22,STR002,SKU1002,90,coffee mug
2025-07-22,STR003,SKU1001,30,running shoes
2025-07-22,STR003,SKU1002,45,coffee mug
2025-07-23,STR001,SKU1001,120,running shoes
2025-07-23,STR001,SKU1002,75,coffee mug
2025-07-23,STR002,SKU1001,0,running shoes
2025-07-23,STR002,SKU1002,90,coffee mug
2025-07-23,STR003,SKU1001,30,running shoes
2025-07-23,STR003,SKU1002,45,coffee mug
2025-07-24,STR001,SKU1001,120,running shoes
2025-07-24,STR001,SKU1002,75,coffee mug
2025-07-24,STR002,SKU1001,0,running shoes
2025-07-24,STR002,SKU1002,90,coffee mug
2025-07-24,STR003,SKU1001,30,running shoes
2025-07-24,STR003,SKU1002,45,coffee mug
2025-07-25,STR001,SKU1001,120,running shoes
2025-07-25,STR001,SKU1002,75,coffee mug
2025-07-25,STR002,SKU1001,0,running shoes
2025-07-25,STR002,SKU1002,90,coffee mug
2025-07-25,STR003,SKU1001,30,running shoes
2025-07-25,STR003,SKU1002,45,coffee mug
2025-07-26,STR001,SKU1001,120,running shoes
2025-07-26,STR001,SKU1002,75,coffee mug
2025-07-26,STR002,SKU1001,0,running shoes
2025-07-26,STR002,SKU1002,90,coffee mug
2025-07-26,STR003,SKU1001,30,running shoes
2025-07-26,STR003,SKU1002,45,coffee mug
2025-07-27,STR001,SKU1001,120,running shoes
2025-07-27,STR001,SKU1002,75,coffee mug
2025-07-27,STR002,SKU1001,0,running shoes
2025-07-27,STR002,SKU1002,90,coffee mug
2025-07-27,STR003,SKU1001,30,running shoes
2025-07-27,STR003,SKU1002,45,coffee mug
2025-07-28,STR001,SKU1001,120,running shoes
2025-07-28,STR001,SKU1002,75,coffee mug
2025-07-28,STR002,SKU1001,0,running shoes
2025-07-28,STR002,SKU1002,90,coffee mug
2025-07-28,STR003,SKU1001,30,running shoes
2025-07-28,STR003,SKU1002,45,coffee mug
2025-07-29,STR001,SKU1001,120,running shoes
2025-07-29,STR001,SKU1002,75,coffee mug
2025-07-29,STR002,SKU1001,0,running shoes
2025-07-29,STR002,SKU1002,90,coffee mug
2025-07-29,STR003,SKU1001,30,running shoes
2025-07-29,STR003,SKU1002,45,coffee mug
2025-07-30,STR001,SKU1001,120,running shoes
2025-07-30,STR001,SKU1002,75,coffee mug
2025-07-30,STR002,SKU1001,0,running shoes
2025-07-30,STR002,SKU1002,90,coffee mug
2025-07-30,STR003,SKU1001,30,running shoes
2025-07-30,STR003,SKU1002,45,coffee mug
2025-07-31,STR001,SKU1001,120,running shoes
2025-07-31,STR001,SKU1002,75,coffee mug
2025-07-31,STR002,SKU1001,0,running shoes
2025-07-31,STR002,SKU1002,90,coffee mug
2025-07-31,STR003,SKU1001,30,running shoes
2025-07-31,STR003,SKU1002,45,coffee mug
