id,date,sku,store_id,units_sold
232,2024-09-04,SKU1002,STR007,282
233,2024-09-04,SKU1003,STR007,243
234,2024-09-04,SKU1004,STR007,167
235,2024-09-04,SKU1005,STR007,256
236,2024-09-04,SKU1001,STR008,67
237,2024-09-04,SKU1002,STR008,116
238,2024-09-04,SKU1003,STR008,75
239,2024-09-04,SKU1004,STR008,54
240,2024-09-04,SKU1005,STR008,105
241,2024-09-04,SKU1001,STR009,90
242,2024-09-04,SKU1002,STR009,62
243,2024-09-04,SKU1003,STR009,110
244,2024-09-04,SKU1004,STR009,93
245,2024-09-04,SKU1005,STR009,95
246,2024-09-04,SKU1001,STR010,77
247,2024-09-04,SKU1002,STR010,61
248,2024-09-04,SKU1003,STR010,81
249,2024-09-04,SKU1004,STR010,55
250,2024-09-04,SKU1005,STR010,118
251,2024-09-05,SKU1001,STR001,117
252,2024-09-05,SKU1002,STR001,52
253,2024-09-05,SKU1003,STR001,68
254,2024-09-05,SKU1004,STR001,96
255,2024-09-05,SKU1005,STR001,54
256,2024-09-05,SKU1001,STR002,12
257,2024-09-05,SKU1002,STR002,13
258,2024-09-05,SKU1003,STR002,15
259,2024-09-05,SKU1004,STR002,18
260,2024-09-05,SKU1005,STR002,18
261,2024-09-05,SKU1001,STR003,16
262,2024-09-05,SKU1002,STR003,26
263,2024-09-05,SKU1003,STR003,27
264,2024-09-05,SKU1004,STR003,12
265,2024-09-05,SKU1005,STR003,12
266,2024-09-05,SKU1001,STR004,106
267,2024-09-05,SKU1002,STR004,94
268,2024-09-05,SKU1003,STR004,96
269,2024-09-05,SKU1004,STR004,103
270,2024-09-05,SKU1005,STR004,64
271,2024-09-05,SKU1001,STR005,20
272,2024-09-05,SKU1002,STR005,7
273,2024-09-05,SKU1003,STR005,8
274,2024-09-05,SKU1004,STR005,17
275,2024-09-05,SKU1005,STR005,7
276,2024-09-05,SKU1001,STR006,158
277,2024-09-05,SKU1002,STR006,237
278,2024-09-05,SKU1003,STR006,176
279,2024-09-05,SKU1004,STR006,152
280,2024-09-05,SKU1005,STR006,264
281,2024-09-05,SKU1001,STR007,260
282,2024-09-05,SKU1002,STR007,155
283,2024-09-05,SKU1003,STR007,163
284,2024-09-05,SKU1004,STR007,155
285,2024-09-05,SKU1005,STR007,157
286,2024-09-05,SKU1001,STR008,66
287,2024-09-05,SKU1002,STR008,69
288,2024-09-05,SKU1003,STR008,60
289,2024-09-05,SKU1004,STR008,76
290,2024-09-05,SKU1005,STR008,57
291,2024-09-05,SKU1001,STR009,107
292,2024-09-05,SKU1002,STR009,97
293,2024-09-05,SKU1003,STR009,109
294,2024-09-05,SKU1004,STR009,85
295,2024-09-05,SKU1005,STR009,117
296,2024-09-05,SKU1001,STR010,119
297,2024-09-05,SKU1002,STR010,86
298,2024-09-05,SKU1003,STR010,51
299,2024-09-05,SKU1004,STR010,92
300,2024-09-05,SKU1005,STR010,71
301,2024-09-06,SKU1001,STR001,115
302,2024-09-06,SKU1002,STR001,61
303,2024-09-06,SKU1003,STR001,68
304,2024-09-06,SKU1004,STR001,70
305,2024-09-06,SKU1005,STR001,58
306,2024-09-06,SKU1001,STR002,19
307,2024-09-06,SKU1002,STR002,9
308,2024-09-06,SKU1003,STR002,21
309,2024-09-06,SKU1004,STR002,19
310,2024-09-06,SKU1005,STR002,14
311,2024-09-06,SKU1001,STR003,8
312,2024-09-06,SKU1002,STR003,5
313,2024-09-06,SKU1003,STR003,19
314,2024-09-06,SKU1004,STR003,8
315,2024-09-06,SKU1005,STR003,10
316,2024-09-06,SKU1001,STR004,87
317,2024-09-06,SKU1002,STR004,111
318,2024-09-06,SKU1003,STR004,82
319,2024-09-06,SKU1004,STR004,71
320,2024-09-06,SKU1005,STR004,93
321,2024-09-06,SKU1001,STR005,25
322,2024-09-06,SKU1002,STR005,9
323,2024-09-06,SKU1003,STR005,22
324,2024-09-06,SKU1004,STR005,23
325,2024-09-06,SKU1005,STR005,27
326,2024-09-06,SKU1001,STR006,204
327,2024-09-06,SKU1002,STR006,292
328,2024-09-06,SKU1003,STR006,226
329,2024-09-06,SKU1004,STR006,168
330,2024-09-06,SKU1005,STR006,249
331,2024-09-06,SKU1001,STR007,201
332,2024-09-06,SKU1002,STR007,298
333,2024-09-06,SKU1003,STR007,247
334,2024-09-06,SKU1004,STR007,265
335,2024-09-06,SKU1005,STR007,189
336,2024-09-06,SKU1001,STR008,55
337,2024-09-06,SKU1002,STR008,79
338,2024-09-06,SKU1003,STR008,52
339,2024-09-06,SKU1004,STR008,62
340,2024-09-06,SKU1005,STR008,64
341,2024-09-06,SKU1001,STR009,117
342,2024-09-06,SKU1002,STR009,71
343,2024-09-06,SKU1003,STR009,75
344,2024-09-06,SKU1004,STR009,54
345,2024-09-06,SKU1005,STR009,77
346,2024-09-06,SKU1001,STR010,74
347,2024-09-06,SKU1002,STR010,74
348,2024-09-06,SKU1003,STR010,71
349,2024-09-06,SKU1004,STR010,107
350,2024-09-06,SKU1005,STR010,99
351,2024-09-07,SKU1001,STR001,76
352,2024-09-07,SKU1002,STR001,65
353,2024-09-07,SKU1003,STR001,118
354,2024-09-07,SKU1004,STR001,94
355,2024-09-07,SKU1005,STR001,74
356,2024-09-07,SKU1001,STR002,11
357,2024-09-07,SKU1002,STR002,23
358,2024-09-07,SKU1003,STR002,13
359,2024-09-07,SKU1004,STR002,20
360,2024-09-07,SKU1005,STR002,19
361,2024-09-07,SKU1001,STR003,19
362,2024-09-07,SKU1002,STR003,6
363,2024-09-07,SKU1003,STR003,28
364,2024-09-07,SKU1004,STR003,13
365,2024-09-07,SKU1005,STR003,8
366,2024-09-07,SKU1001,STR004,61
367,2024-09-07,SKU1002,STR004,83
368,2024-09-07,SKU1003,STR004,104
369,2024-09-07,SKU1004,STR004,117
370,2024-09-07,SKU1005,STR004,102
371,2024-09-07,SKU1001,STR005,8
372,2024-09-07,SKU1002,STR005,23
373,2024-09-07,SKU1003,STR005,24
374,2024-09-07,SKU1004,STR005,29
375,2024-09-07,SKU1005,STR005,14
376,2024-09-07,SKU1001,STR006,190
377,2024-09-07,SKU1002,STR006,215
378,2024-09-07,SKU1003,STR006,173
379,2024-09-07,SKU1004,STR006,218
380,2024-09-07,SKU1005,STR006,152
381,2024-09-07,SKU1001,STR007,217
382,2024-09-07,SKU1002,STR007,257
383,2024-09-07,SKU1003,STR007,242
384,2024-09-07,SKU1004,STR007,222
385,2024-09-07,SKU1005,STR007,183
386,2024-09-07,SKU1001,STR008,118
387,2024-09-07,SKU1002,STR008,93
388,2024-09-07,SKU1003,STR008,103
389,2024-09-07,SKU1004,STR008,114
390,2024-09-07,SKU1005,STR008,64
391,2024-09-07,SKU1001,STR009,98
392,2024-09-07,SKU1002,STR009,73
393,2024-09-07,SKU1003,STR009,75
394,2024-09-07,SKU1004,STR009,107
395,2024-09-07,SKU1005,STR009,114
396,2024-09-07,SKU1001,STR010,70
397,2024-09-07,SKU1002,STR010,85
398,2024-09-07,SKU1003,STR010,95
399,2024-09-07,SKU1004,STR010,78
400,2024-09-07,SKU1005,STR010,84
401,2024-09-08,SKU1001,STR001,65
402,2024-09-08,SKU1002,STR001,53
403,2024-09-08,SKU1003,STR001,101
404,2024-09-08,SKU1004,STR001,98
405,2024-09-08,SKU1005,STR001,116
406,2024-09-08,SKU1001,STR002,9
407,2024-09-08,SKU1002,STR002,16
408,2024-09-08,SKU1003,STR002,27
409,2024-09-08,SKU1004,STR002,14
410,2024-09-08,SKU1005,STR002,12
411,2024-09-08,SKU1001,STR003,26
412,2024-09-08,SKU1002,STR003,23
413,2024-09-08,SKU1003,STR003,24
414,2024-09-08,SKU1004,STR003,14
415,2024-09-08,SKU1005,STR003,10
416,2024-09-08,SKU1001,STR004,88
417,2024-09-08,SKU1002,STR004,61
418,2024-09-08,SKU1003,STR004,71
419,2024-09-08,SKU1004,STR004,90
420,2024-09-08,SKU1005,STR004,85
421,2024-09-08,SKU1001,STR005,21
422,2024-09-08,SKU1002,STR005,24
423,2024-09-08,SKU1003,STR005,29
424,2024-09-08,SKU1004,STR005,26
425,2024-09-08,SKU1005,STR005,19
426,2024-09-08,SKU1001,STR006,211
427,2024-09-08,SKU1002,STR006,255
428,2024-09-08,SKU1003,STR006,187
429,2024-09-08,SKU1004,STR006,279
430,2024-09-08,SKU1005,STR006,219
431,2024-09-08,SKU1001,STR007,259
432,2024-09-08,SKU1002,STR007,201
433,2024-09-08,SKU1003,STR007,298
434,2024-09-08,SKU1004,STR007,233
435,2024-09-08,SKU1005,STR007,234
436,2024-09-08,SKU1001,STR008,105
437,2024-09-08,SKU1002,STR008,86
438,2024-09-08,SKU1003,STR008,75
439,2024-09-08,SKU1004,STR008,118
440,2024-09-08,SKU1005,STR008,75
441,2024-09-08,SKU1001,STR009,82
442,2024-09-08,SKU1002,STR009,103
443,2024-09-08,SKU1003,STR009,101
444,2024-09-08,SKU1004,STR009,103
445,2024-09-08,SKU1005,STR009,52
446,2024-09-08,SKU1001,STR010,54
447,2024-09-08,SKU1002,STR010,54
448,2024-09-08,SKU1003,STR010,117
449,2024-09-08,SKU1004,STR010,104
450,2024-09-08,SKU1005,STR010,111
451,2024-09-09,SKU1001,STR001,76
452,2024-09-09,SKU1002,STR001,73
453,2024-09-09,SKU1003,STR001,53
454,2024-09-09,SKU1004,STR001,80
455,2024-09-09,SKU1005,STR001,95
456,2024-09-09,SKU1001,STR002,22
457,2024-09-09,SKU1002,STR002,14
458,2024-09-09,SKU1003,STR002,26
459,2024-09-09,SKU1004,STR002,8
460,2024-09-09,SKU1005,STR002,23
461,2024-09-09,SKU1001,STR003,14
462,2024-09-09,SKU1002,STR003,23
463,2024-09-09,SKU1003,STR003,14
464,2024-09-09,SKU1004,STR003,26
465,2024-09-09,SKU1005,STR003,9
466,2024-09-09,SKU1001,STR004,60
467,2024-09-09,SKU1002,STR004,108
468,2024-09-09,SKU1003,STR004,59
469,2024-09-09,SKU1004,STR004,114
470,2024-09-09,SKU1005,STR004,70
471,2024-09-09,SKU1001,STR005,23
472,2024-09-09,SKU1002,STR005,28
473,2024-09-09,SKU1003,STR005,23
474,2024-09-09,SKU1004,STR005,9
475,2024-09-09,SKU1005,STR005,18
476,2024-09-09,SKU1001,STR006,191
477,2024-09-09,SKU1002,STR006,189
478,2024-09-09,SKU1003,STR006,238
479,2024-09-09,SKU1004,STR006,254
480,2024-09-09,SKU1005,STR006,242
481,2024-09-09,SKU1001,STR007,197
482,2024-09-09,SKU1002,STR007,261
483,2024-09-09,SKU1003,STR007,221
484,2024-09-09,SKU1004,STR007,190
485,2024-09-09,SKU1005,STR007,219
486,2024-09-09,SKU1001,STR008,113
487,2024-09-09,SKU1002,STR008,107
488,2024-09-09,SKU1003,STR008,90
489,2024-09-09,SKU1004,STR008,100
490,2024-09-09,SKU1005,STR008,51
491,2024-09-09,SKU1001,STR009,64
492,2024-09-09,SKU1002,STR009,97
493,2024-09-09,SKU1003,STR009,107
494,2024-09-09,SKU1004,STR009,84
495,2024-09-09,SKU1005,STR009,91
496,2024-09-09,SKU1001,STR010,62
497,2024-09-09,SKU1002,STR010,78
498,2024-09-09,SKU1003,STR010,116
499,2024-09-09,SKU1004,STR010,106
500,2024-09-09,SKU1005,STR010,76
501,2024-09-10,SKU1001,STR001,58
502,2024-09-10,SKU1002,STR001,59
503,2024-09-10,SKU1003,STR001,84
504,2024-09-10,SKU1004,STR001,100
505,2024-09-10,SKU1005,STR001,114
506,2024-09-10,SKU1001,STR002,18
507,2024-09-10,SKU1002,STR002,18
508,2024-09-10,SKU1003,STR002,17
509,2024-09-10,SKU1004,STR002,25
510,2024-09-10,SKU1005,STR002,27
511,2024-09-10,SKU1001,STR003,10
512,2024-09-10,SKU1002,STR003,20
513,2024-09-10,SKU1003,STR003,26
514,2024-09-10,SKU1004,STR003,13
515,2024-09-10,SKU1005,STR003,9
516,2024-09-10,SKU1001,STR004,107
517,2024-09-10,SKU1002,STR004,51
518,2024-09-10,SKU1003,STR004,91
519,2024-09-10,SKU1004,STR004,98
520,2024-09-10,SKU1005,STR004,57
521,2024-09-10,SKU1001,STR005,5
522,2024-09-10,SKU1002,STR005,21
523,2024-09-10,SKU1003,STR005,10
524,2024-09-10,SKU1004,STR005,22
525,2024-09-10,SKU1005,STR005,23
526,2024-09-10,SKU1001,STR006,271
527,2024-09-10,SKU1002,STR006,240
528,2024-09-10,SKU1003,STR006,274
529,2024-09-10,SKU1004,STR006,214
530,2024-09-10,SKU1005,STR006,177
531,2024-09-10,SKU1001,STR007,188
532,2024-09-10,SKU1002,STR007,160
533,2024-09-10,SKU1003,STR007,291
534,2024-09-10,SKU1004,STR007,267
535,2024-09-10,SKU1005,STR007,245
536,2024-09-10,SKU1001,STR008,58
537,2024-09-10,SKU1002,STR008,71
538,2024-09-10,SKU1003,STR008,69
539,2024-09-10,SKU1004,STR008,76
540,2024-09-10,SKU1005,STR008,84
541,2024-09-10,SKU1001,STR009,110
542,2024-09-10,SKU1002,STR009,77
543,2024-09-10,SKU1003,STR009,96
544,2024-09-10,SKU1004,STR009,62
545,2024-09-10,SKU1005,STR009,76
546,2024-09-10,SKU1001,STR010,99
547,2024-09-10,SKU1002,STR010,98
548,2024-09-10,SKU1003,STR010,102
549,2024-09-10,SKU1004,STR010,66
550,2024-09-10,SKU1005,STR010,118
551,2024-09-11,SKU1001,STR001,91
552,2024-09-11,SKU1002,STR001,51
553,2024-09-11,SKU1003,STR001,63
554,2024-09-11,SKU1004,STR001,61
555,2024-09-11,SKU1005,STR001,62
556,2024-09-11,SKU1001,STR002,18
557,2024-09-11,SKU1002,STR002,17
558,2024-09-11,SKU1003,STR002,23
559,2024-09-11,SKU1004,STR002,12
560,2024-09-11,SKU1005,STR002,10
561,2024-09-11,SKU1001,STR003,17
562,2024-09-11,SKU1002,STR003,29
563,2024-09-11,SKU1003,STR003,28
564,2024-09-11,SKU1004,STR003,20
565,2024-09-11,SKU1005,STR003,28
566,2024-09-11,SKU1001,STR004,97
567,2024-09-11,SKU1002,STR004,115
568,2024-09-11,SKU1003,STR004,81
569,2024-09-11,SKU1004,STR004,113
570,2024-09-11,SKU1005,STR004,86
571,2024-09-11,SKU1001,STR005,8
572,2024-09-11,SKU1002,STR005,12
573,2024-09-11,SKU1003,STR005,26
574,2024-09-11,SKU1004,STR005,15
575,2024-09-11,SKU1005,STR005,16
576,2024-09-11,SKU1001,STR006,200
577,2024-09-11,SKU1002,STR006,209
578,2024-09-11,SKU1003,STR006,215
579,2024-09-11,SKU1004,STR006,254
580,2024-09-11,SKU1005,STR006,153
581,2024-09-11,SKU1001,STR007,219
582,2024-09-11,SKU1002,STR007,287
583,2024-09-11,SKU1003,STR007,292
584,2024-09-11,SKU1004,STR007,191
585,2024-09-11,SKU1005,STR007,164
586,2024-09-11,SKU1001,STR008,89
587,2024-09-11,SKU1002,STR008,89
588,2024-09-11,SKU1003,STR008,85
589,2024-09-11,SKU1004,STR008,113
590,2024-09-11,SKU1005,STR008,77
591,2024-09-11,SKU1001,STR009,112
592,2024-09-11,SKU1002,STR009,67
593,2024-09-11,SKU1003,STR009,118
594,2024-09-11,SKU1004,STR009,95
595,2024-09-11,SKU1005,STR009,116
596,2024-09-11,SKU1001,STR010,81
597,2024-09-11,SKU1002,STR010,97
598,2024-09-11,SKU1003,STR010,96
599,2024-09-11,SKU1004,STR010,59
600,2024-09-11,SKU1005,STR010,108
601,2024-09-12,SKU1001,STR001,52
602,2024-09-12,SKU1002,STR001,57
603,2024-09-12,SKU1003,STR001,81
604,2024-09-12,SKU1004,STR001,70
605,2024-09-12,SKU1005,STR001,76
606,2024-09-12,SKU1001,STR002,19
607,2024-09-12,SKU1002,STR002,20
608,2024-09-12,SKU1003,STR002,25
609,2024-09-12,SKU1004,STR002,14
610,2024-09-12,SKU1005,STR002,8
611,2024-09-12,SKU1001,STR003,28
612,2024-09-12,SKU1002,STR003,20
613,2024-09-12,SKU1003,STR003,6
614,2024-09-12,SKU1004,STR003,23
615,2024-09-12,SKU1005,STR003,15
616,2024-09-12,SKU1001,STR004,74
617,2024-09-12,SKU1002,STR004,74
618,2024-09-12,SKU1003,STR004,89
619,2024-09-12,SKU1004,STR004,78
620,2024-09-12,SKU1005,STR004,91
621,2024-09-12,SKU1001,STR005,23
622,2024-09-12,SKU1002,STR005,9
623,2024-09-12,SKU1003,STR005,10
624,2024-09-12,SKU1004,STR005,19
625,2024-09-12,SKU1005,STR005,14
626,2024-09-12,SKU1001,STR006,247
627,2024-09-12,SKU1002,STR006,255
628,2024-09-12,SKU1003,STR006,250
629,2024-09-12,SKU1004,STR006,158
630,2024-09-12,SKU1005,STR006,215
631,2024-09-12,SKU1001,STR007,262
632,2024-09-12,SKU1002,STR007,242
633,2024-09-12,SKU1003,STR007,190
634,2024-09-12,SKU1004,STR007,187
635,2024-09-12,SKU1005,STR007,283
636,2024-09-12,SKU1001,STR008,62
637,2024-09-12,SKU1002,STR008,114
638,2024-09-12,SKU1003,STR008,99
639,2024-09-12,SKU1004,STR008,64
640,2024-09-12,SKU1005,STR008,81
641,2024-09-12,SKU1001,STR009,70
642,2024-09-12,SKU1002,STR009,61
643,2024-09-12,SKU1003,STR009,52
644,2024-09-12,SKU1004,STR009,80
645,2024-09-12,SKU1005,STR009,102
646,2024-09-12,SKU1001,STR010,82
647,2024-09-12,SKU1002,STR010,112
648,2024-09-12,SKU1003,STR010,54
649,2024-09-12,SKU1004,STR010,81
650,2024-09-12,SKU1005,STR010,52
651,2024-09-13,SKU1001,STR001,62
652,2024-09-13,SKU1002,STR001,112
653,2024-09-13,SKU1003,STR001,81
654,2024-09-13,SKU1004,STR001,90
655,2024-09-13,SKU1005,STR001,80
656,2024-09-13,SKU1001,STR002,10
657,2024-09-13,SKU1002,STR002,19
658,2024-09-13,SKU1003,STR002,18
659,2024-09-13,SKU1004,STR002,28
660,2024-09-13,SKU1005,STR002,27
661,2024-09-13,SKU1001,STR003,5
662,2024-09-13,SKU1002,STR003,25
663,2024-09-13,SKU1003,STR003,27
664,2024-09-13,SKU1004,STR003,7
665,2024-09-13,SKU1005,STR003,7
