id,forecast_log_id,date,store_id,product_id,predicted,actual,created_at
155,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR001,SKU1005,117.78,114.0,2025-11-04 10:44:40.141963
156,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR002,SKU1001,15.51,15.0,2025-11-04 10:44:40.141963
157,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR002,SKU1002,18.5,23.0,2025-11-04 10:44:40.141963
158,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR002,SKU1003,18.61,21.0,2025-11-04 10:44:40.141963
159,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR002,SKU1004,12.34,12.0,2025-11-04 10:44:40.141963
160,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR002,SKU1005,7.15,6.0,2025-11-04 10:44:40.141963
161,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR003,SKU1001,8.81,8.0,2025-11-04 10:44:40.141963
162,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR003,SKU1002,24.46,28.0,2025-11-04 10:44:40.141963
163,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR003,SKU1003,22.99,22.0,2025-11-04 10:44:40.141963
164,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR003,SKU1004,10.06,10.0,2025-11-04 10:44:40.141963
165,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR003,SKU1005,26.42,23.0,2025-11-04 10:44:40.141963
166,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR004,SKU1001,89.19,102.0,2025-11-04 10:44:40.141963
167,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR004,SKU1002,93.96,85.0,2025-11-04 10:44:40.141963
168,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR004,SKU1003,109.32,102.0,2025-11-04 10:44:40.141963
169,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR004,SKU1004,70.97,70.0,2025-11-04 10:44:40.141963
170,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR004,SKU1005,68.47,69.0,2025-11-04 10:44:40.141963
171,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR005,SKU1001,9.42,9.0,2025-11-04 10:44:40.141963
172,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR005,SKU1002,26.66,27.0,2025-11-04 10:44:40.141963
173,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR005,SKU1003,12.06,12.0,2025-11-04 10:44:40.141963
174,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR005,SKU1004,8.18,8.0,2025-11-04 10:44:40.141963
175,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR005,SKU1005,27.32,26.0,2025-11-04 10:44:40.141963
176,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR006,SKU1001,234.81,209.0,2025-11-04 10:44:40.141963
177,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR006,SKU1002,245.95,288.0,2025-11-04 10:44:40.141963
178,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR006,SKU1003,189.84,212.0,2025-11-04 10:44:40.141963
179,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR006,SKU1004,313.15,298.0,2025-11-04 10:44:40.141963
180,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR006,SKU1005,301.71,272.0,2025-11-04 10:44:40.141963
181,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR007,SKU1001,203.2,172.0,2025-11-04 10:44:40.141963
182,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR007,SKU1002,281.07,241.0,2025-11-04 10:44:40.141963
183,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR007,SKU1003,236.87,283.0,2025-11-04 10:44:40.141963
184,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR007,SKU1004,307.05,283.0,2025-11-04 10:44:40.141963
185,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR007,SKU1005,133.81,152.0,2025-11-04 10:44:40.141963
186,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR008,SKU1001,75.11,72.0,2025-11-04 10:44:40.141963
187,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR008,SKU1002,76.23,68.0,2025-11-04 10:44:40.141963
188,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR008,SKU1003,94.92,104.0,2025-11-04 10:44:40.141963
189,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR008,SKU1004,105.3,110.0,2025-11-04 10:44:40.141963
190,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR008,SKU1005,131.61,115.0,2025-11-04 10:44:40.141963
191,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR009,SKU1001,99.99,85.0,2025-11-04 10:44:40.141963
192,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR009,SKU1002,108.83,119.0,2025-11-04 10:44:40.141963
193,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR009,SKU1003,53.07,62.0,2025-11-04 10:44:40.141963
194,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR009,SKU1004,79.25,83.0,2025-11-04 10:44:40.141963
195,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR009,SKU1005,74.9,85.0,2025-11-04 10:44:40.141963
196,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR010,SKU1001,105.33,105.0,2025-11-04 10:44:40.141963
197,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR010,SKU1002,82.81,89.0,2025-11-04 10:44:40.141963
198,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR010,SKU1003,100.87,103.0,2025-11-04 10:44:40.141963
199,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR010,SKU1004,106.41,113.0,2025-11-04 10:44:40.141963
200,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-04,STR010,SKU1005,62.06,65.0,2025-11-04 10:44:40.141963
201,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-05,STR001,SKU1001,56.48,61.0,2025-11-04 10:44:40.141963
202,89bd37b0-da3d-4270-8396-c8aa1c870550,2025-07-05,STR001,SKU1002,80.38,75.0,2025-11-04 10:44:40.141963
